news_id,source,title,link,published_at,summary,fetched_at,content,category,image_url,text_clean,language,text_final,token_count
66e534b4d3c793a9,Tatoli,Loron Konsulta Populár “Pinta raan ba Ukun-Rasik-An”,https://tatoli.tl/2026/08/30/loron-konsulta-popular-pinta-raan-ba-ukun-rasik-an/,2026-08-30T02:27:28,"“Iha loron bé temi nafatin. Sira moris iha memória enkuadra ho istória família, prezerva iha orasaun no pasa hosi jerasaun ida ba jerasaun tuirmai.” OPINIAUN ida-ne’e direitu hakerek-na&#8217;in nia hanoin pesoál no la reprezenta hanoin hosi instituisaun ne’ebé ha’u serbisu ba. Artigu ida ne’e dedika espesifiku hanesan sinal gratidaun no respeitu klean ba saudozu no ... 
 The post  Loron Konsulta Populár “Pinta raan ba Ukun-Rasik-An”  appeared first on  TATOLI Agência Noticiosa de Timor-Leste .",2026-08-31T00:37:31.551751,,,,loron konsulta popul r pinta raan ba ukun rasik an iha loron b temi nafatin sira moris iha mem ria enkuadra ho ist ria fam lia prezerva iha orasaun no pasa hosi jerasaun ida ba jerasaun tuirmai opiniaun ida ne e direitu hakerek na 8217 in nia hanoin peso l no la reprezenta hanoin hosi instituisaun ne eb ha u serbisu ba artigu ida ne e dedika espesifiku hanesan sinal gratidaun no respeitu klean ba saudozu no the post loron konsulta popul r pinta raan ba ukun rasik an appeared first on tatoli ag ncia noticiosa de timor leste,tet,konsulta popul pinta raan ukun rasik temi nafati moris mem ria enkuadra ist ria fam lia prezerva orasau pasa hosi jerasau jerasau tuirmai opiniau direitu hakerek 8217 peso reprezenta hosi instituisau serbisu artigu dedika espesifiku sinal gratidau respeitu klea saudozu the post konsulta popul pinta raan ukun rasik appeared first tatoli ncia noticiosa timor leste,55
68eb1ec81ad36a83,Tatoli,"PM Xanana vizita CTC Bali, hametin protesaun biodiversidade mariña",https://tatoli.tl/2026/08/30/pm-xanana-vizita-ctc-bali-hametin-protesaun-biodiversidade-marina/,2026-08-30T01:37:59,"DILI, 30 agostu 2026 (TATOLI) – Primeiru-Ministru (PM) Kay Rala Xanana Gusmão sesta ne&#8217;e vizita Coral Triangle Center (CTC) iha Sanur, Bali, Indonézia hodi haree diretamente programa no servisu konservasaun mariña. Iha vizita ne&#8217;e, PM Xanana foku ba protesaun biodiversidade no jestaun rekursu tasi ne&#8217;ebé sustentável. PM Xanana konsidera tasi no rekursu mariña la’ós de&#8217;it ... 
 The post  PM Xanana vizita CTC Bali, hametin protesaun biodiversidade mariña  appeared first on  TATOLI Agência Noticiosa de Timor-Leste .",2026-08-31T00:37:31.551751,,,,pm xanana vizita ctc bali hametin protesaun biodiversidade mari a dili 30 agostu 2026 tatoli primeiru ministru pm kay rala xanana gusm o sesta ne 8217 e vizita coral triangle center ctc iha sanur bali indon zia hodi haree diretamente programa no servisu konservasaun mari a iha vizita ne 8217 e pm xanana foku ba protesaun biodiversidade no jestaun rekursu tasi ne 8217 eb sustent vel pm xanana konsidera tasi no rekursu mari a la s de 8217 it the post pm xanana vizita ctc bali hametin protesaun biodiversidade mari a appeared first on tatoli ag ncia noticiosa de timor leste,en,xanana vizita ctc bali hametin protesaun biodiversidad mari dili agostu 2026 tatoli primeiru ministru kay rala xanana gusm sesta 8217 vizita coral triangl center ctc iha sanur bali indon zia hodi hare diretament programa servisu konservasaun mari iha vizita 8217 xanana foku protesaun biodiversidad jestaun rekursu tasi 8217 sustent vel xanana konsidera tasi rekursu mari 8217 post xanana vizita ctc bali hametin protesaun biodiversidad mari appear first tatoli ncia noticiosa timor lest,72
4ab7efe3979fb52a,Tatoli,PM Xanana simu restu mortál bispu na’in-tolu iha Bali no 1 setembru to’o Dili,https://tatoli.tl/2026/08/30/pm-xanana-simu-restu-mortal-bispu-nain-tolu-iha-bali-no-aban-too-dili/,2026-08-30T01:27:04,"DILI, 30 Agostu 2026 (TATOLI) — Primeiru-Ministru (PM), Kay Rala Xanana Gusmão, sábadu ne’e ofisialmente simu restu mortál Bispu Timoroan na’in-tolu, mak hanesan Bispu Dom Jaime Garcia Goulart, Bispu Dom José Joaquim Ribeiro no Monseñor Martinho da Costa Lopes, iha Aeroportu Internasionál Ngurah Rai, Bali, Indonézia no Loron 1 fulan-setembru tinan 2026 – preladu sira-nia ... 
 The post  PM Xanana simu restu mortál bispu na’in-tolu iha Bali no 1 setembru to’o Dili  appeared first on  TATOLI Agência Noticiosa de Timor-Leste .",2026-08-31T00:37:31.551751,,,,pm xanana simu restu mort l bispu na in tolu iha bali no 1 setembru to o dili dili 30 agostu 2026 tatoli primeiru ministru pm kay rala xanana gusm o s badu ne e ofisialmente simu restu mort l bispu timoroan na in tolu mak hanesan bispu dom jaime garcia goulart bispu dom jos joaquim ribeiro no monse or martinho da costa lopes iha aeroportu internasion l ngurah rai bali indon zia no loron 1 fulan setembru tinan 2026 preladu sira nia the post pm xanana simu restu mort l bispu na in tolu iha bali no 1 setembru to o dili appeared first on tatoli ag ncia noticiosa de timor leste,tet,xana simu restu mort bispu bali setembru dili dili agostu 2026 tatoli primeiru ministru kay rala xana gusm badu ofisialmente simu restu mort bispu timoroa mak bispu dom jaime garcia goulart bispu dom jos joaquim ribeiro monse martinho costa lopes aeroportu internasio ngurah rai bali indo zia setembru 2026 preladu the post xana simu restu mort bispu bali setembru dili appeared first tatoli ncia noticiosa timor leste,67
7acd1309dafdc210,Tatoli,Tinan 27 Konsulta Populár: Salvaguarda liberdade no unidade ho responsabilidade,https://tatoli.tl/2026/08/30/tinan-27-konsulta-popular-salvaguarda-liberdade-no-unidade-ho-responsabilidade/,2026-08-30T00:44:42,"DILI, 30 Agostu 2026 (TATOLI) — Tinan ruanulu-resin-hitu liu tiha ona dezde Konsulta Populár iha loron 30 Agostu 1999. Loron istóriku ne’e marka istória ida tanba povu determina futuru liuhosi prosesu ida ne’ebé loke dalan ba Timor-Leste nia independénsia. Rezultadu hosi luta ne’e moris hosi unidade, korajen, sakrifísiu no esperansa ne’ebé povu mantein durante tinan ... 
 The post  Tinan 27 Konsulta Populár: Salvaguarda liberdade no unidade ho responsabilidade  appeared first on  TATOLI Agência Noticiosa de Timor-Leste .",2026-08-31T00:37:31.551751,,,,tinan 27 konsulta popul r salvaguarda liberdade no unidade ho responsabilidade dili 30 agostu 2026 tatoli tinan ruanulu resin hitu liu tiha ona dezde konsulta popul r iha loron 30 agostu 1999 loron ist riku ne e marka ist ria ida tanba povu determina futuru liuhosi prosesu ida ne eb loke dalan ba timor leste nia independ nsia rezultadu hosi luta ne e moris hosi unidade korajen sakrif siu no esperansa ne eb povu mantein durante tinan the post tinan 27 konsulta popul r salvaguarda liberdade no unidade ho responsabilidade appeared first on tatoli ag ncia noticiosa de timor leste,tet,konsulta popul salvaguarda liberdade unidade responsabilidade dili agostu 2026 tatoli ruanulu resi hitu liu tiha dezde konsulta popul agostu 1999 ist riku marka ist ria determi futuru liuhosi prosesu loke dala timor leste independ nsia rezultadu hosi luta moris hosi unidade koraje sakrif siu esperansa mantei durante the post konsulta popul salvaguarda liberdade unidade responsabilidade appeared first tatoli ncia noticiosa timor leste,62
a65fb689ab634db3,Tatoli,"Númeru mate iha Nepál sa’e ba 579, Obriga partidu polítiku sira adota rezolusaun pontu 10",https://tatoli.tl/2026/08/29/numeru-mate-iha-nepal-sae-ba-579-obriga-partidu-politiku-sira-adota-rezolusaun-pontu-10/,2026-08-29T03:35:17,"DILI, 29 Agostu 2026 (TATOLI) – Autoridade Nasionál Redusaun no Jestaun Risku Dezastre Nepál nian relata katak mate-isin hamutuk 579 mak hetan ona iha área sira ne&#8217;ebé afetadu hosi inundasaun no ema na&#8217;in 1.924 mak sei lakon. Ho inundasaun inesperadu ne’e obriga partidu polítiku sira adota ona rezolusaun komún ho pontu 10. Enkontru ne&#8217;e espresa ... 
 The post  Númeru mate iha Nepál sa’e ba 579, Obriga partidu polítiku sira adota rezolusaun pontu 10  appeared first on  TATOLI Agência Noticiosa de Timor-Leste .",2026-08-31T00:37:31.551751,,,,n meru mate iha nep l sa e ba 579 obriga partidu pol tiku sira adota rezolusaun pontu 10 dili 29 agostu 2026 tatoli autoridade nasion l redusaun no jestaun risku dezastre nep l nian relata katak mate isin hamutuk 579 mak hetan ona iha rea sira ne 8217 eb afetadu hosi inundasaun no ema na 8217 in 1 924 mak sei lakon ho inundasaun inesperadu ne e obriga partidu pol tiku sira adota ona rezolusaun kom n ho pontu 10 enkontru ne 8217 e espresa the post n meru mate iha nep l sa e ba 579 obriga partidu pol tiku sira adota rezolusaun pontu 10 appeared first on tatoli ag ncia noticiosa de timor leste,tet,meru mate nep 579 obriga partidu pol tiku adota rezolusau pontu dili agostu 2026 tatoli autoridade nasio redusau jestau risku dezastre nep relata mate isin hamutuk 579 mak heta rea 8217 afetadu hosi inundasau 8217 924 mak lako inundasau inesperadu obriga partidu pol tiku adota rezolusau kom pontu enkontru 8217 espresa the post meru mate nep 579 obriga partidu pol tiku adota rezolusau pontu appeared first tatoli ncia noticiosa timor leste,71
9e2052460d7ca81a,Tatoli,Venezuela anunsia akordu petrolíferu ho EUA,https://tatoli.tl/2026/08/29/venezuela-anunsia-akordu-petroliferu-ho-eua/,2026-08-29T02:30:10,"DILI, 29 Agostu (TATOLI) – Venezuela fó-sai iha loron-sesta ne&#8217;e saida maka nia bolu “akordu istóriku ida” ho Governu norte-amerikanu hodi promove investimentu iha rekuperasaun no rekonstrusaun infraestrutura estratéjiku ba nia indústria idrokarbonetu sira. Iha nota imprensa, prezidente interinu Venezuela nian, Delcy Rodriguez, hatete katak akordu ne&#8217;e sei ajuda hametin relasaun bilaterál sira no fasilita ... 
 The post  Venezuela anunsia akordu petrolíferu ho EUA  appeared first on  TATOLI Agência Noticiosa de Timor-Leste .",2026-08-31T00:37:31.551751,,,,venezuela anunsia akordu petrol feru ho eua dili 29 agostu tatoli venezuela f sai iha loron sesta ne 8217 e saida maka nia bolu akordu ist riku ida ho governu norte amerikanu hodi promove investimentu iha rekuperasaun no rekonstrusaun infraestrutura estrat jiku ba nia ind stria idrokarbonetu sira iha nota imprensa prezidente interinu venezuela nian delcy rodriguez hatete katak akordu ne 8217 e sei ajuda hametin relasaun bilater l sira no fasilita the post venezuela anunsia akordu petrol feru ho eua appeared first on tatoli ag ncia noticiosa de timor leste,tet,venezuela anunsia akordu petrol feru eua dili agostu tatoli venezuela sai sesta 8217 saida bolu akordu ist riku norte amerikanu promove investimentu rekuperasau rekonstrusau infraestrutura estrat jiku ind stria idrokarbonetu nota imprensa prezidente interinu venezuela delcy rodriguez akordu 8217 ajuda hameti relasau bilater fasilita the post venezuela anunsia akordu petrol feru eua appeared first tatoli ncia noticiosa timor leste,59
b1861d46a4132886,Tatoli,Xanana dezloka bá Indonézia kontinua negosiasaun ronda dahaat fronteira marítima,https://tatoli.tl/2026/08/29/xanana-dezloka-ba-indonezia-kontinua-negosiasaun-ronda-dahaat-fronteira-maritima/,2026-08-29T01:59:40,"DILI, 29 Agostu 2026 (TATOLI) – Ohin, Primeiru-Ministru, Kay Rala Xanana Gusmão, ho delegasaun dezloka bá Indonézia, hodi kontinua halo negosiasaun ronda dahhat kona-ba fronteira marítima entre país rua. Iha loron-sesta ne’e, Xefe Governu fó-sai katak nia bá Indonézia atu kontinua negosiasaun fronteira marírima ho Indonézia. “Kona-ba ita-nia fronteira marítima ho Indonézia&#8221;, nia hatete iha ... 
 The post  Xanana dezloka bá Indonézia kontinua negosiasaun ronda dahaat fronteira marítima  appeared first on  TATOLI Agência Noticiosa de Timor-Leste .",2026-08-31T00:37:31.551751,,,,xanana dezloka b indon zia kontinua negosiasaun ronda dahaat fronteira mar tima dili 29 agostu 2026 tatoli ohin primeiru ministru kay rala xanana gusm o ho delegasaun dezloka b indon zia hodi kontinua halo negosiasaun ronda dahhat kona ba fronteira mar tima entre pa s rua iha loron sesta ne e xefe governu f sai katak nia b indon zia atu kontinua negosiasaun fronteira mar rima ho indon zia kona ba ita nia fronteira mar tima ho indon zia 8221 nia hatete iha the post xanana dezloka b indon zia kontinua negosiasaun ronda dahaat fronteira mar tima appeared first on tatoli ag ncia noticiosa de timor leste,tet,xana dezloka indo zia kontinua negosiasau ronda dahaat fronteira mar tima dili agostu 2026 tatoli ohin primeiru ministru kay rala xana gusm delegasau dezloka indo zia kontinua halo negosiasau ronda dahhat fronteira mar tima entre sesta xefe sai indo zia kontinua negosiasau fronteira mar rima indo zia fronteira mar tima indo zia 8221 the post xana dezloka indo zia kontinua negosiasau ronda dahaat fronteira mar tima appeared first tatoli ncia noticiosa timor leste,73
013ec06f4e76bca6,Tatoli,Cristina Ximenes sai primeiru lugar iha kompetisaun hakerek kriativu,https://tatoli.tl/2026/08/28/cristina-ximenes-sai-primeiru-lugar-iha-kompetisaun-hakerek-kriativu/,2026-08-28T14:59:58,"DILI, 28 Agostu 2026 (TATOLI)—Jornalista husi jornál INDEPENDENTE, Cristina Ximenes, sai primeiru lugar iha Kompetisaun Hakerek Kriativu ne’ebé Ajénsia Notisioza Timor-Leste TATOLI, I.P. organiza hodi komemora aniversáriu TATOLI, I.P. nian ba da-10 ho tema &#8220;Inovasaun, Krebilidade no Transformasaun Dijitál”. Atividade ne’e organiza ho objetivu mak atu fó espasu ba jornalista sira hodi dezenvolve no hatudu ... 
 The post  Cristina Ximenes sai primeiru lugar iha kompetisaun hakerek kriativu  appeared first on  TATOLI Agência Noticiosa de Timor-Leste .",2026-08-31T00:37:31.551751,,,,cristina ximenes sai primeiru lugar iha kompetisaun hakerek kriativu dili 28 agostu 2026 tatoli jornalista husi jorn l independente cristina ximenes sai primeiru lugar iha kompetisaun hakerek kriativu ne eb aj nsia notisioza timor leste tatoli i p organiza hodi komemora anivers riu tatoli i p nian ba da 10 ho tema 8220 inovasaun krebilidade no transformasaun dijit l atividade ne e organiza ho objetivu mak atu f espasu ba jornalista sira hodi dezenvolve no hatudu the post cristina ximenes sai primeiru lugar iha kompetisaun hakerek kriativu appeared first on tatoli ag ncia noticiosa de timor leste,tet,cristi ximenes sai primeiru lugar kompetisau hakerek kriativu dili agostu 2026 tatoli jorn independente cristi ximenes sai primeiru lugar kompetisau hakerek kriativu nsia notisioza timor leste tatoli organiza komemora anivers riu tatoli tema 8220 inovasau krebilidade transformasau dijit atividade organiza objetivu mak espasu dezenvolve hatudu the post cristi ximenes sai primeiru lugar kompetisau hakerek kriativu appeared first tatoli ncia noticiosa timor leste,62
4644416cd64a271e,Tatoli,“Konsulta populár loron istóriku ne’ebé lori ita halo reflesaun ho kle’an”,https://tatoli.tl/2026/08/28/konsulta-popular-loron-istoriku-neebe-lori-ita-halo-reflesaun-ho-klean/,2026-08-28T14:59:27,"DILI, 28 Agostu 2026 (TATOLI)—Prezidente Konsellu Diretivu TATOLI, Noémio Falcão, hateten Timor-Leste selebra loron konsulta populár ba da-27 ne’e hanesan reflesaun ida atu timoroan aprende husi luta, sakrifísiu povu nian no oinsá uza liberdade hodi harii nasaun ne&#8217;ebé justu, demokrátiku no prospéru. &#8220;Loron konsulta populár sai hanesan momentu ida-ne&#8217;ebé marka desizaun Timor-Leste nian atu determina ... 
 The post  “Konsulta populár loron istóriku ne&#8217;ebé lori ita halo reflesaun ho kle’an”  appeared first on  TATOLI Agência Noticiosa de Timor-Leste .",2026-08-31T00:37:31.551751,,,,konsulta popul r loron ist riku ne eb lori ita halo reflesaun ho kle an dili 28 agostu 2026 tatoli prezidente konsellu diretivu tatoli no mio falc o hateten timor leste selebra loron konsulta popul r ba da 27 ne e hanesan reflesaun ida atu timoroan aprende husi luta sakrif siu povu nian no oins uza liberdade hodi harii nasaun ne 8217 eb justu demokr tiku no prosp ru 8220 loron konsulta popul r sai hanesan momentu ida ne 8217 eb marka desizaun timor leste nian atu determina the post konsulta popul r loron ist riku ne 8217 eb lori ita halo reflesaun ho kle an appeared first on tatoli ag ncia noticiosa de timor leste,tet,konsulta popul ist riku lori halo reflesau kle dili agostu 2026 tatoli prezidente konsellu diretivu tatoli mio falc hatete timor leste selebra konsulta popul reflesau timoroa aprende luta sakrif siu oins uza liberdade harii 8217 justu demokr tiku prosp 8220 konsulta popul sai momentu 8217 marka desizau timor leste determi the post konsulta popul ist riku 8217 lori halo reflesau kle appeared first tatoli ncia noticiosa timor leste,68
5e5885db27da76d6,Tatoli,FFTL selebra kontratu ho Treinadór 24 ba Sentru Juvenil iha Munisípiu,https://tatoli.tl/2026/08/28/fftl-selebra-kontratu-ho-treinador-24-ba-sentru-juvenil-iha-munisipiu/,2026-08-28T14:59:21,"DILI, 28 Agostu 2026 (TATOLI)– Federasaun Futeból Timor-Leste (FFTL) selebra ona kontratu ho treinadór hamutuk na’in-24 hodi reativa fali sentru juvenil iha baze no kada Asosiasaun Futeból Munisípiu. Sentru ne&#8217;e foku ba kategoria Sub-13 to’o 15 ba mane no feto. Serimónia selebrasaun kontratu ne’e hala’o sesta ne&#8217;e iha edifisiu FFTL, no prezensa husi Sekretáriu Jerál ... 
 The post  FFTL selebra kontratu ho Treinadór 24 ba Sentru Juvenil iha Munisípiu  appeared first on  TATOLI Agência Noticiosa de Timor-Leste .",2026-08-31T00:37:31.551751,,,,fftl selebra kontratu ho treinad r 24 ba sentru juvenil iha munis piu dili 28 agostu 2026 tatoli federasaun futeb l timor leste fftl selebra ona kontratu ho treinad r hamutuk na in 24 hodi reativa fali sentru juvenil iha baze no kada asosiasaun futeb l munis piu sentru ne 8217 e foku ba kategoria sub 13 to o 15 ba mane no feto serim nia selebrasaun kontratu ne e hala o sesta ne 8217 e iha edifisiu fftl no prezensa husi sekret riu jer l the post fftl selebra kontratu ho treinad r 24 ba sentru juvenil iha munis piu appeared first on tatoli ag ncia noticiosa de timor leste,tet,fftl selebra kontratu treinad sentru juvenil munis piu dili agostu 2026 tatoli federasau futeb timor leste fftl selebra kontratu treinad hamutuk reativa fali sentru juvenil baze kada asosiasau futeb munis piu sentru 8217 foku kategoria sub mane feto serim selebrasau kontratu hala sesta 8217 edifisiu fftl prezensa sekret riu jer the post fftl selebra kontratu treinad sentru juvenil munis piu appeared first tatoli ncia noticiosa timor leste,67
